id,Date,mood,arousal,valence,activity,screentime..s.,other..s.,travel..s.,buu,coso,enga,fiof,teca
AS14.08,2014-03-18,7.140000000000002,0.010000000000000064,0.6000000000000002,0.08437718758191656,2744.5330002307896,78.75800866359438,256.420291262136,634.6694000000001,2839.936737223696,713.2653738831601,273.03235678392,8.433293413173653
AS14.13,2014-03-18,7.2600000000000025,-0.029999999999999936,0.7600000000000001,0.10818893804239296,3294.1367999553686,239.88419999999996,256.420291262136,744.6306000000002,3325.4523999999997,963.2085869415802,273.03235678392,7.7499401197604785
AS14.15,2014-03-18,7.2600000000000025,0.17000000000000007,0.8800000000000002,0.1197935099410824,3794.2020000457765,247.72079999999997,224.04663300970878,1008.4014000000001,3551.4057999999995,721.2900000000002,227.463085427136,8.233293413173651
AS14.16,2014-03-18,6.940000000000003,0.1300000000000001,0.8400000000000002,0.08667901507527478,3048.9699999332433,232.1872,224.04663300970878,525.5362,2815.2176,722.8116000000001,177.27661407035197,6.033293413173652
AS14.02,2014-03-19,6.8000000000000025,0.1600000000000001,0.7200000000000003,0.12716618521381917,3250.1161998271955,239.8276,286.1955747572816,734.6519999999998,2461.8741999999997,580.9654000000002,177.27661407035197,5.4332934131736526
AS14.05,2014-03-19,6.870000000000003,0.4000000000000001,0.7500000000000002,0.14820616584273877,4205.6442001342775,254.87959999999998,286.1955747572816,788.3259999999998,3101.9558,758.6428000000002,177.27661407035197,5.4332934131736526
AS14.07,2014-03-19,6.830000000000003,0.24000000000000007,0.8700000000000003,0.14820616584273877,5961.268800687789,76.82300000000001,264.10291650485436,1088.9959999999999,3326.2922,618.4218000000002,177.27661407035197,4.9166467065868265
AS14.08,2014-03-19,6.790000000000002,0.12000000000000008,0.8300000000000003,0.1370621694453898,5683.835000514982,78.8442,296.4765747572816,829.3752000000001,3303.5322,622.7122000000002,222.845885427136,3.7166467065868263
AS14.13,2014-03-19,7.030000000000001,7.771561172376095e-17,0.9500000000000004,0.15009153792058622,8559.453600168228,917.3531999999999,296.4765747572816,949.4122000000001,5178.403,818.3822000000002,273.03235678392,3.6332934131736523
AS14.15,2014-03-19,7.150000000000001,-0.039999999999999925,1.1100000000000003,0.11077693701093398,8142.458792982159,931.3508086635944,234.32763300970882,955.6300110623363,5423.723137223696,1022.0767869415802,273.03235678392,3.433293413173652
AS14.16,2014-03-19,7.080000000000001,-0.23999999999999994,1.0800000000000003,0.08516422515116792,6928.568192777691,911.3066086635945,234.32763300970882,907.2418110623363,5333.855874447392,819.3077869415804,273.03235678392,3.433293413173652
AS14.02,2014-03-20,7.170000000000002,-0.13999999999999996,0.9500000000000004,0.10915746673276092,5495.2675927734945,910.5036086635944,256.420291262136,850.8772110623362,4306.916674447392,496.2991869415804,273.03235678392,5.233293413173652
AS14.05,2014-03-20,7.210000000000003,0.10000000000000005,0.9100000000000004,0.12024539396578786,6102.348792800962,929.0704086635944,256.420291262136,861.7122110623361,4870.899874447392,593.4885869415805,273.03235678392,5.233293413173652
AS14.07,2014-03-20,6.700000000000003,-0.009999999999999953,0.6200000000000003,0.12024539396578784,5217.2455930329,105.83720866359435,256.420291262136,1002.360011062336,4499.042274447393,604.4009869415804,273.03235678392,4.516646706586826
AS14.08,2014-03-20,6.500000000000003,-0.08999999999999996,0.5400000000000003,0.10793841904048991,4216.999000072484,80.33439999999996,256.420291262136,1657.8067999999998,3914.514537223696,604.4009869415804,273.03235678392,3.7166467065868263
AS14.13,2014-03-20,6.500000000000003,0.07000000000000005,0.46000000000000024,0.16431635716212556,5934.808599853521,201.28399999999993,256.420291262136,1743.8106,4770.9978,735.0853869415804,273.03235678392,3.7166467065868263
AS14.14,2014-03-20,6.450000000000003,0.23666666666666666,0.44333333333333363,0.14032311558053256,6282.298392448489,219.01740866359438,256.420291262136,1705.3446110623358,5088.084937223696,948.3717738831604,273.03235678392,1.716646706586826
AS14.15,2014-03-20,6.410000000000002,0.15666666666666665,0.48333333333333356,0.1225841366556889,5571.04859252936,222.6830173271888,256.420291262136,1772.7618110623357,4360.161737223696,1088.8105608247404,273.03235678392,3.916646706586826
AS14.16,2014-03-20,6.493333333333337,0.44000000000000006,0.6000000000000002,0.10754003150240585,3505.835592422541,207.20221732718878,256.420291262136,1538.7814110623358,2797.7735372236957,865.9875608247405,273.03235678392,4.9166467065868265
AS14.20,2014-03-20,6.613333333333337,0.28,0.6400000000000002,0.11984700642770381,3360.405792484339,232.70502599078318,256.420291262136,717.667011062336,2618.748937223696,644.3845738831603,273.03235678392,5.633293413173652
AS14.30,2014-03-20,6.733333333333337,0.18666666666666662,0.8000000000000002,0.07879760881318011,2965.4533927536554,178.4098259907832,256.420291262136,770.272211062336,1545.8605372236962,896.2459738831606,271.763685427136,5.116646706586826
AS14.01,2014-03-21,6.573333333333338,0.16,0.7066666666666668,0.08179587915058152,5341.678199911103,191.2552173271888,388.22523300970886,1200.7372,2929.4576,854.8147869415805,261.507214070352,6.116646706586826
AS14.02,2014-03-21,6.673333333333337,-0.10999999999999999,0.6566666666666668,0.1337690831782222,7311.52499980925,163.7392086635944,425.40037475728167,1554.9389999999999,3409.3016000000002,703.8132000000005,261.507214070352,5.9166467065868265
AS14.03,2014-03-21,7.340000000000003,-0.043333333333333376,0.9900000000000002,0.14881318833150528,7561.951200056062,270.45100866359445,425.40037475728167,1523.8066000000001,3720.7236000000003,889.9470000000005,208.90994271356803,6.116646706586826
AS14.05,2014-03-21,7.390000000000003,0.15666666666666662,0.9900000000000002,0.1350409824508001,8094.534800004946,246.11580000000004,425.40037475728167,1451.1036,4163.470800000001,943.7860000000006,208.90994271356803,6.2
AS14.07,2014-03-21,7.390000000000003,0.15666666666666665,0.9900000000000002,0.14239865127862342,10356.432799959166,193.08140000000003,407.03711650485445,1491.8526,4765.749400000001,714.3988000000006,210.178614070352,6.716646706586826
AS14.08,2014-03-21,7.470000000000003,0.03666666666666664,1.07,0.11737709095367614,7332.236399888985,155.56740000000005,275.2321747572816,797.0942,3320.3920000000007,755.8299869415805,220.43508542713602,6.316646706586826
AS14.09,2014-03-21,7.370000000000003,0.18666666666666662,1.12,0.08326325643413093,5702.632999849312,191.36020000000005,238.05703300970882,357.299,2915.314800000001,953.4003869415805,166.25121407035203,4.9166467065868265
AS14.13,2014-03-21,6.850000000000003,0.10666666666666665,0.8400000000000001,0.07638124841196922,7955.34219927788,104.61520000000003,196.1741747572816,352.5132,5427.6628,1009.0609869415805,218.84848542713604,3.916646706586826
AS14.14,2014-03-21,6.680000000000002,-0.013333333333333353,0.7200000000000001,0.10101881711626419,9450.258199214943,865.5474,157.6177165048544,826.7549999999999,5842.072,976.8843869415803,246.94441407035202,4.716646706586826
AS14.15,2014-03-21,6.680000000000002,-0.03999999999999996,0.68,0.0910518638339183,6024.255599164974,850.3156000000001,175.9809747572816,832.9487999999999,4720.9616000000005,1063.1817738831603,192.939942713568,4.8
AS14.16,2014-03-21,6.7200000000000015,0.24000000000000005,0.76,0.10137547554538398,5509.676799201976,874.9842086635947,175.9809747572816,800.8507999999999,4058.342800000001,821.2675869415804,192.939942713568,4.4
AS14.17,2014-03-21,6.800000000000002,0.4,0.7600000000000001,0.11115861077579896,5953.812799310694,840.6350086635946,175.9809747572816,4652.9898,5534.143000000001,810.9431869415803,202.358542713568,4.516646706586826
AS14.19,2014-03-21,6.453333333333336,0.4133333333333334,0.7733333333333335,0.11615987192171366,4754.724399709701,842.0762086635947,217.8638330097088,5022.6798,3659.072400000001,809.0015738831604,202.35854271356803,4.716646706586826
AS14.20,2014-03-21,6.573333333333336,0.5833333333333334,0.7433333333333334,0.10529450909812388,2659.3633998393957,105.47921732718915,256.420291262136,4475.6968,3565.468337223697,1008.9421608247405,174.26261407035204,3.833293413173652
AS14.30,2014-03-21,6.733333333333336,0.4633333333333334,0.8233333333333335,0.13390160554293956,4460.472199726098,196.41041732718915,256.420291262136,4502.5074,4485.272737223697,1622.4369738831604,228.26708542713604,3.833293413173652
AS14.01,2014-03-22,6.653333333333336,0.3833333333333334,0.7233333333333334,0.16916557720653497,5631.898199653618,180.93420866359475,212.59723300970882,4651.5794000000005,5515.8809372236965,1640.0935738831606,177.87581407035205,4.233293413173652
AS14.02,2014-03-22,6.473333333333336,0.023333333333333383,0.42333333333333345,0.22477942888222374,6104.107800340648,180.54260866359473,317.4365747572816,1179.2282,4248.049137223697,1493.5089738831607,222.64108542713606,8.516646706586826
AS14.03,2014-03-22,7.100000000000001,0.05,0.49000000000000005,0.24112608702701155,5246.203600406642,174.97200866359475,299.8615165048544,878.0006,3357.5229372236963,2033.6913869415807,222.64108542713606,9.716646706586825
AS14.05,2014-03-22,6.450000000000001,-0.4,0.24000000000000005,0.22102653503357636,5601.420800352093,163.47740000000036,299.8615165048544,875.9984000000001,2802.9558000000006,1919.1532000000007,222.64108542713606,9.716646706586825
AS14.07,2014-03-22,6.090000000000002,-0.4,4.4408920985006264e-17,0.20238639187110657,5840.252200603478,141.26680000000036,371.42665825242716,785.091,3384.9132000000013,1434.4152000000008,222.64108542713606,9.633293413173652
AS14.08,2014-03-22,6.090000000000002,-0.6,0.06000000000000005,0.15945663891358489,4785.138800764077,130.26960000000037,381.95325825242713,620.6074000000001,3260.759000000002,1658.6727869415809,273.0323567839201,9.749940119760478
AS14.09,2014-03-22,6.190000000000002,-0.4,0.29333333333333345,0.0828173459914491,4208.474600315085,151.03500000000037,264.4932582524271,264.56680000000006,3370.499000000002,2447.4435869415806,221.08768542713605,5.466586826347305
AS14.13,2014-03-22,6.310000000000001,-0.28,0.41333333333333344,0.06333438418616408,6145.398600196824,204.36200000000034,282.0683165048543,352.4026,5112.640200000003,2121.0753869415807,221.08768542713605,4.5832335329341305
AS14.14,2014-03-22,6.7200000000000015,0.0,0.6133333333333335,0.07882227906251903,8231.7960002899,402.8296000000003,282.0683165048543,1501.4825999999998,6235.694400000002,2113.6247869415806,222.68281407035207,4.5832335329341305
AS14.15,2014-03-22,6.920000000000002,0.0,0.8133333333333335,0.0692223671836291,6099.550400257097,335.7196000000003,210.50317475728153,1424.7194,4710.990600000002,1984.8679738831604,222.68281407035207,4.5832335329341305
AS14.16,2014-03-22,6.940000000000002,0.18,0.8033333333333335,0.07813015880757813,6157.38980016707,329.1036000000003,243.79963300970877,1436.8778,3795.6214000000023,1760.6339869415801,222.68281407035207,4.666586826347304
AS14.17,2014-03-22,7.020000000000001,0.26,0.8300000000000001,0.10411463187393048,6411.885600185379,328.4344000000003,218.08103300970873,1808.6622,5499.902600000002,1172.5925869415803,274.6274854271361,4.666586826347304
AS14.19,2014-03-22,6.660000000000002,-0.29999999999999993,0.5900000000000001,0.10263578567268092,4897.464000320427,353.2702000000003,218.08103300970873,2272.301,4048.9666000000025,958.7783738831604,274.6274854271361,5.149940119760478
AS14.20,2014-03-22,7.000000000000003,0.02000000000000004,0.6900000000000002,0.08497890220582793,2762.8936003684944,142.84000000000032,218.08103300970873,1339.3988,2787.3882000000026,1080.7671608247406,273.0323567839201,5.149940119760478
AS14.23,2014-03-22,7.000000000000003,0.10000000000000005,0.6900000000000002,0.14503924278014144,4040.623400688167,197.35040000000032,218.08103300970873,1933.3199999999997,3278.0562000000027,982.6293738831604,273.0323567839201,4.4332934131736526
AS14.30,2014-03-22,7.220000000000003,-0.15999999999999998,0.7400000000000002,0.17584329446740912,6714.385600662233,413.9386000000003,218.08103300970873,2204.3565999999996,5337.251600000002,1374.2469738831603,273.0323567839201,4.349940119760478
AS14.01,2014-03-23,7.100000000000003,-0.19999999999999998,0.7400000000000002,0.16583760011762513,6873.408000802997,399.7662000000003,256.42029126213595,2065.8259999999996,4298.677400000002,1059.8045738831604,227.10648542713608,4.349940119760478
AS14.02,2014-03-23,7.030000000000003,-0.12000000000000002,0.6600000000000003,0.20246117780184894,6827.903600835803,316.1332000000003,457.7740330097087,1595.9649999999995,4318.151800000002,894.5017869415803,227.10648542713608,4.7499401197604785
AS14.03,2014-03-23,7.170000000000002,-0.36,0.8000000000000002,0.22096730760414815,7524.508000898366,354.79140000000024,461.57097475728153,1474.2869999999991,4537.586600000002,999.8576000000005,212.1724140703521,4.233293413173652
AS14.05,2014-03-23,6.650000000000001,-0.64,0.4000000000000002,0.16374370789786535,6973.422800540927,314.1024000000003,461.57097475728153,883.0969999999991,4606.906200000003,1004.9408000000005,212.1724140703521,6.033293413173652
AS14.07,2014-03-23,6.6800000000000015,-0.4800000000000001,0.5000000000000002,0.14339732415665515,6109.029999971388,118.16580000000026,461.57097475728153,730.804799999999,4199.517400000002,721.1940000000005,212.1724140703521,6.033293413173652
AS14.08,2014-03-23,6.7600000000000025,-0.5600000000000002,0.5000000000000002,0.12328606607330447,5029.179799747464,916.6288000000002,474.93511650485436,501.268399999999,3368.936200000003,945.2471869415804,258.0982854271361,5.516646706586826
AS14.13,2014-03-23,6.990000000000002,-0.040000000000000126,0.7000000000000002,0.09317916144030128,5428.92959966659,967.6426000000004,273.58137475728154,403.75519999999904,4184.731800000003,994.0211869415804,258.0982854271361,4.116646706586826
AS14.14,2014-03-23,6.5500000000000025,-0.1200000000000001,0.5000000000000002,0.08641715226693159,6197.282199907296,978.2986000000003,269.7844330097088,1339.6437999999991,4795.673400000003,708.8583869415804,250.35068542713606,4.633293413173652
AS14.15,2014-03-23,7.070000000000003,0.19999999999999987,0.9000000000000001,0.09835408006369117,5511.4073998928,962.0636000000002,269.7844330097088,1291.6691999999991,4324.127400000003,801.9129738831604,250.35068542713606,3.5499401197604783
AS14.16,2014-03-23,6.9200000000000035,0.19999999999999987,0.8000000000000002,0.08823280579369099,3616.150600576394,944.0214000000002,269.7844330097088,1190.1491999999994,2710.4960000000037,711.6051738831603,198.35361407035208,4.4332934131736526
AS14.17,2014-03-23,6.960000000000003,0.39999999999999986,0.8000000000000002,0.0938143810961096,4436.0196003913825,138.03100000000012,232.18463300970876,1636.4055999999994,3186.2656000000034,897.8045869415803,198.35361407035208,4.233293413173652
AS14.19,2014-03-23,6.880000000000003,-0.08000000000000015,0.7600000000000001,0.07587394206232025,3329.8286000728563,95.45260000000013,232.18463300970876,1669.5093999999995,2032.0490000000034,1014.3333738831603,198.35361407035208,4.633293413173652
AS14.20,2014-03-23,7.200000000000003,0.19999999999999984,0.8800000000000001,0.0712285868654895,1690.0827997207602,47.64920000000012,232.18463300970876,648.8173999999992,1252.0052000000037,960.8689738831603,221.03528542713607,3.916646706586826
AS14.26,2014-03-23,7.3000000000000025,0.25999999999999984,0.8800000000000001,0.0660548300795891,2797.150992546136,80.73360866359454,232.18463300970876,960.028611062335,1921.7425372236994,960.8689738831603,221.03528542713607,3.6
AS14.30,2014-03-23,7.460000000000003,0.13999999999999985,0.8800000000000001,0.0766160761680677,5857.989592323362,235.18420866359452,232.18463300970876,1137.235811062335,3464.2979372236996,2059.6307738831606,273.0323567839201,2.7166467065868263
AS14.01,2014-03-24,7.180000000000002,0.13999999999999982,0.7200000000000001,0.07838974701110657,7772.674592552243,241.45860866359453,289.09723300970876,866.387011062335,5090.3289372236995,1825.9031738831604,225.84908542713606,4.516646706586826
AS14.02,2014-03-24,7.060000000000002,0.3399999999999998,0.5200000000000001,0.10372259177149275,8126.740192709027,237.01180866359454,289.09723300970876,966.594411062335,5675.367737223699,1689.3833869415805,225.84908542713606,4.716646706586826
AS14.03,2014-03-24,7.100000000000001,0.05999999999999983,0.64,0.11322866094716418,9238.075192604123,394.05680866359455,289.09723300970876,974.571811062335,6000.312737223699,2461.3409869415805,217.35101407035205,5.116646706586826
AS14.05,2014-03-24,6.350000000000001,-0.4400000000000002,0.24000000000000005,0.09072408490122949,8851.907599925993,383.7660000000002,289.09723300970876,931.732399999999,5956.5660000000025,2329.2706000000007,217.35101407035205,4.716646706586826
AS14.06,2014-03-24,6.190000000000001,-0.5200000000000002,0.040000000000000036,0.07515874255059009,6147.449200010293,268.76020000000017,289.09723300970876,728.514999999999,4613.411000000003,1408.9328000000007,217.35101407035205,4.4
AS14.07,2014-03-24,6.590000000000001,-0.5800000000000003,0.24000000000000005,0.08317828178794688,4241.409999608988,293.17760000000015,216.77923300970875,809.867199999999,2833.760800000003,1316.2096000000008,264.53428542713607,5.0
AS14.08,2014-03-24,6.67,-0.7800000000000002,0.4800000000000001,0.06121493184017923,4081.6787996768894,287.22060000000016,216.77923300970875,600.2659999999989,2563.617800000003,1452.729386941581,264.53428542713607,4.9166467065868265
AS14.09,2014-03-24,6.5600000000000005,-0.5600000000000003,0.3000000000000001,0.05890022068919918,4018.0663999080593,133.74380000000016,215.60497475728152,659.7021999999989,2918.1418000000035,884.667786941581,230.14248542713608,5.233293413173652
AS14.13,2014-03-24,7.570000000000002,0.03999999999999977,0.8600000000000001,0.11907564341607808,4122.3147998332915,128.51380000000017,215.60497475728152,453.6365999999989,2852.893000000003,962.6745869415809,230.14248542713608,5.4332934131736526
AS14.14,2014-03-24,7.4700000000000015,0.03999999999999977,0.9100000000000001,0.12675621940741916,6129.94759998321,172.25900000000019,206.32671650485432,1122.7611999999988,4153.802600000003,841.016386941581,349.22581407035204,5.7499401197604785
AS14.15,2014-03-24,7.270000000000001,0.13999999999999976,0.8700000000000001,0.10294446894694276,5091.835600233072,136.13920000000022,245.96777475728155,884.026799999999,3442.243200000002,981.2677738831611,298.912142713568,4.066586826347304
AS14.16,2014-03-24,7.190000000000002,0.29999999999999977,0.8300000000000001,0.11514546180919183,4790.040800333018,127.81800000000021,245.96777475728155,908.498799999999,3124.2836000000025,981.2677738831611,245.51207135678402,4.066586826347304
AS14.17,2014-03-24,7.140000000000002,0.3333333333333332,0.8633333333333335,0.1331938761344173,5994.912200212471,118.33020000000019,333.8817747572815,1013.7291999999991,3053.0578000000028,912.1151738831611,288.401942713568,3.949940119760478
AS14.19,2014-03-24,6.580000000000001,0.05333333333333323,0.5833333333333336,0.09448916820526948,5485.934600305549,109.42840000000021,333.8817747572815,1022.416199999999,3074.661200000003,728.4813738831612,288.401942713568,4.549940119760478
AS14.20,2014-03-24,6.640000000000001,0.21333333333333324,0.6133333333333335,0.08478887895227963,3455.2404001235873,24.424400000000208,343.16003300970874,558.7049999999989,1694.1452000000031,757.222773883161,169.318614070352,3.833293413173652
AS14.23,2014-03-24,6.4,-0.026666666666666748,0.41333333333333344,0.15587152510845523,5638.526800394049,111.55860000000021,299.69297475728155,1103.2437999999988,2678.534400000003,740.5059869415811,219.63228542713605,3.833293413173652
AS14.26,2014-03-24,6.5200000000000005,-0.07666666666666674,0.25333333333333347,0.1582207001541502,6766.279593191197,144.58000866359458,299.69297475728155,1390.8032110623346,3391.921537223699,740.5059869415811,273.0323567839201,3.7166467065868263
AS14.30,2014-03-24,6.68,-0.2500000000000001,0.3200000000000001,0.15315369939943363,7521.415793142376,413.9222086635946,212.95323300970875,1461.0246110623345,4581.192937223699,1188.098386941581,284.73028542713604,3.833293413173652
AS14.01,2014-03-25,6.83,-0.07000000000000013,0.34000000000000014,0.15005063266526217,11387.826992759761,439.00380866359455,212.95323300970875,1682.2900110623345,6333.5485372237,1196.5145869415812,238.73461407035205,3.033293413173652
AS14.02,2014-03-25,7.0200000000000005,-0.28000000000000014,0.41000000000000014,0.18948669696988632,11836.714992866575,446.2680086635945,212.95323300970875,2029.5638110623343,6722.032337223699,1166.6737869415813,238.73461407035205,4.233293413173652
AS14.03,2014-03-25,7.42,-0.3200000000000002,0.6900000000000002,0.14495770791840915,10346.331992683468,384.25060866359456,256.42029126213595,1657.4020110623344,5991.021337223699,1210.7513869415811,301.85194271356806,4.716646706586826
AS14.05,2014-03-25,7.086666666666666,-0.4700000000000001,0.7566666666666668,0.12933933505877845,11031.404000043867,399.8872000000001,256.42029126213595,1493.8369999999984,6403.042200000003,1505.4204000000013,301.85194271356806,4.116646706586826
AS14.06,2014-03-25,6.926666666666667,-0.4700000000000001,0.6766666666666667,0.12806630569665384,9431.353600215903,145.7502000000001,256.42029126213595,1260.6371999999985,5435.131200000002,1513.4274000000014,290.9351427135681,4.116646706586826
AS14.07,2014-03-25,7.110000000000001,-0.6700000000000002,0.8433333333333326,0.1360854120141763,7639.572200012202,238.68340000000006,231.32303300970875,1187.8649999999984,4792.0382000000045,1798.2904000000012,336.9308140703521,4.716646706586826
AS14.08,2014-03-25,7.000000000000002,-0.5400000000000001,0.8933333333333326,0.09400480989442611,6857.3512000083865,237.99560000000005,231.32303300970875,641.1995999999987,4586.856000000004,1724.1966000000016,336.9308140703521,3.516646706586826
AS14.09,2014-03-25,6.680000000000002,-0.38000000000000017,0.6133333333333326,0.0725900416786166,7541.567400217052,225.74560000000002,186.53377475728152,483.19479999999857,4833.883200000004,2250.981200000001,242.4822140703521,2.316646706586826
AS14.13,2014-03-25,7.133333333333337,0.05999999999999983,0.906666666666666,0.08411036115080298,6642.328399896619,402.93640000000005,245.44771650485433,358.36879999999854,4588.286200000004,1755.089200000001,242.4822140703521,3.033293413173652
AS14.14,2014-03-25,6.883333333333337,0.049999999999999836,0.786666666666666,0.07395746277680229,7727.393599605563,684.0334,488.06825825242714,1337.9115999999985,4975.515800000003,1398.017786941581,262.59781407035206,2.516646706586826
AS14.15,2014-03-25,6.750000000000003,0.30999999999999983,0.72,0.04712560294669574,5513.064200067517,590.4412086635945,513.1655165048543,1223.4115999999985,3357.392000000001,1342.435973883161,262.59781407035206,1.916646706586826
AS14.16,2014-03-25,6.5100000000000025,0.5499999999999998,0.64,0.06053672034393672,5570.495400047299,585.2662086635944,513.1655165048543,1260.8323999999984,3080.444800000001,1334.7381738831612,262.59781407035206,1.916646706586826
AS14.17,2014-03-25,6.770000000000001,0.5699999999999998,0.8800000000000001,0.06780236518507936,4827.680199718473,576.2102086635944,557.9547747572814,1222.5419999999983,3104.9986000000013,896.0005738831612,293.1870140703521,2.6332934131736523
AS14.19,2014-03-25,6.350000000000001,0.07999999999999985,0.5700000000000001,0.07073898945675125,4780.093799591061,359.13860866359437,499.04083300970854,1404.2717999999984,2950.441200000001,1097.2235608247413,293.1870140703521,4.116646706586826
AS14.20,2014-03-25,6.400000000000001,-0.02000000000000015,0.4700000000000001,0.06913720732607137,2680.6627997875125,81.7026086635944,256.4202912621357,637.9839999999983,1755.1964000000014,976.1691738831612,272.29028542713615,4.633293413173652
AS14.23,2014-03-25,6.240000000000002,-0.2600000000000001,0.3900000000000001,0.12326594861772211,6687.986399555199,107.92139999999999,241.2146330097085,1015.3949999999984,2728.2262000000014,3386.323986941581,272.29028542713615,5.349940119760478
AS14.26,2014-03-25,6.360000000000002,-0.4200000000000001,0.31000000000000016,0.12964445282941695,7704.855192432455,138.8140086635944,241.2146330097085,1280.3828110623347,3397.196937223697,3619.120173883161,272.29028542713615,6.066586826347304
AS14.30,2014-03-25,6.460000000000003,-0.5600000000000002,0.31000000000000016,0.14406927584208243,10176.587992725425,242.32100866359443,241.2146330097085,1625.2516110623346,5120.237337223697,3872.3787738831606,223.51168542713611,5.549940119760478
AS14.01,2014-03-26,6.680000000000002,-0.3500000000000002,0.38000000000000017,0.14168061883139363,12503.544993028696,250.9600086635944,241.2146330097085,1654.9558110623343,7050.252337223697,3811.55218694158,179.3714140703521,4.066586826347304
AS14.02,2014-03-26,6.9200000000000035,-0.4400000000000002,0.5600000000000002,0.18468427427552497,13185.882793150004,233.2450086635944,241.2146330097085,1765.6722110623346,7716.316137223698,3843.1131869415804,179.3714140703521,4.149940119760478
AS14.03,2014-03-26,7.330000000000003,-0.26000000000000023,0.6400000000000001,0.1479241042464178,9686.794393072185,186.45740866359444,207.70423300970847,1302.6142110623346,6824.216537223698,1661.2105869415802,146.3299427135681,3.433293413173652
AS14.05,2014-03-26,7.110000000000002,-0.32000000000000023,0.6500000000000001,0.13195965562468653,10171.84360013008,170.09320000000002,207.70423300970847,1045.7253999999987,7560.115600000002,1561.3938000000003,146.3299427135681,2.7166467065868263
AS14.06,2014-03-26,7.110000000000002,-0.18000000000000024,0.75,0.13224282947516514,8578.993600130078,73.17560000000003,269.25537475728123,715.5217999999986,6580.105200000001,1339.9964000000002,148.3825427135681,2.7166467065868263
AS14.07,2014-03-26,7.110000000000002,-0.10000000000000027,0.7499999999999999,0.13263991139827352,7132.143800067893,74.45980000000003,258.719516504854,951.6993999999986,4899.4072000000015,1412.7640000000001,192.52281407035213,4.2
AS14.08,2014-03-26,6.9700000000000015,0.08999999999999972,0.77,0.09174949754083353,6281.908000087731,75.26540000000003,258.719516504854,672.7255999999986,4341.969800000002,1281.8148,170.2161427135681,4.2
AS14.09,2014-03-26,6.870000000000002,0.08999999999999972,0.72,0.09078197255002587,7195.118000364297,70.11200000000004,307.43557475728124,787.7551999999987,4447.817600000001,1362.0404000000003,161.1217427135681,5.0
AS14.13,2014-03-26,7.450000000000001,-0.010000000000000276,0.8699999999999999,0.14366569556326353,7303.497800397864,104.49520000000004,307.43557475728124,813.6529999999987,4449.950600000001,1380.3946,161.12174271356807,5.2
AS14.14,2014-03-26,7.250000000000002,-0.15000000000000027,0.7699999999999999,0.14378983732462175,7881.924600172043,472.3156,215.43817475728127,1378.3261999999986,4316.2698,1093.7242,155.19294271356807,5.2
AS14.15,2014-03-26,7.370000000000002,0.08999999999999972,0.8099999999999999,0.16850146143786854,7033.748800039291,530.767,187.14977475728128,1069.7507999999987,4050.9436,1081.7831869415802,155.19294271356807,4.8
