"Date","mood"
"2014-05-04",6.6
"2014-05-04",7.33333333333333
"2014-05-04",7.5
"2014-05-04",7.2
"2014-05-04",7.4
"2014-05-04",7.4
"2014-05-04",6.8
"2014-05-04",8
"2014-05-04",7.8
"2014-05-04",7.2
"2014-05-04",8.66666666666667
"2014-05-04",8.33333333333333
"2014-05-05",7.25
"2014-05-05",6.33333333333333
"2014-05-05",7
"2014-05-05",5.5
"2014-05-05",6.66666666666667
"2014-05-05",6
"2014-05-05",6
"2014-05-05",7
"2014-05-05",7
"2014-05-05",7.33333333333333
"2014-05-05",7.5
"2014-05-05",7
"2014-05-05",7
"2014-05-05",6
"2014-05-05",6.66666666666667
"2014-05-05",6.5
"2014-05-05",7.66666666666667
"2014-05-05",7
"2014-05-05",7.33333333333333
"2014-05-05",8
"2014-05-05",7
"2014-05-05",7
"2014-05-05",7.25
"2014-05-07",7.66666666666667
"2014-05-07",6.75
"2014-05-07",7
"2014-05-07",7
"2014-05-07",6.8
"2014-05-07",6.8
"2014-05-07",7.8
"2014-05-07",6.33333333333333
"2014-05-07",7.8
"2014-05-07",6.75
"2014-05-07",6
"2014-05-07",5
"2014-05-08",7
"2014-05-08",7
"2014-05-08",7
"2014-05-08",7
"2014-05-08",6.6
"2014-05-08",7
"2014-05-08",6.5
"2014-05-08",7.8
"2014-05-08",7
"2014-05-08",6
"2014-05-08",6.6
"2014-05-09",7.4
"2014-05-09",6.8
"2014-05-09",6.4
"2014-05-09",7.4
"2014-05-09",7
"2014-05-09",7.75
"2014-05-09",4.8
"2014-05-10",7
"2014-05-10",8
"2014-05-10",6.6
"2014-05-10",7
"2014-05-10",7.33333333333333
"2014-05-10",7.25
"2014-05-10",7.6
"2014-05-11",7.25
"2014-05-11",6.2
"2014-05-11",7
"2014-05-11",7
"2014-05-11",7
"2014-05-11",7.2
"2014-05-11",6
"2014-05-12",7
"2014-05-12",6.4
"2014-05-12",7.8
"2014-05-12",7.6
"2014-05-12",7
"2014-05-12",7.2
"2014-05-12",6
"2014-05-13",7.5
"2014-05-13",7
"2014-05-13",6.8
"2014-05-13",8.2
"2014-05-13",7
"2014-05-13",5
"2014-05-14",5.2
"2014-05-14",6
"2014-05-14",7.5
"2014-05-14",7.6
"2014-05-14",7
