"Date,""mood"",""arousal"",""valence"",""activity"",""screentime..s."",""other..s."",""travel..s."",""buu"",""coso"""
2014-03-22,7,-0.4,1,0.0710591929079324,358.593000411987,22.17,308.017968899522,255.808,80.51
2014-03-22,6.5,0.5,0.75,0.0667704125720945,1155.79099988937,10.077,308.017968899522,87.424,204.933
2014-03-22,7.4,0.4,0.8,0.192769587553984,5978.72000074386,143.685,64.724,2008.985,11331.029
2014-03-22,6.6,-1.4,0.4,0.086579268612413,4756.04900050164,480.03,308.017968899522,3243.811,1914.521
2014-03-22,7.5,1,0.5,0.00771604938271604,1565.31500029564,58.238,308.017968899522,1100.966,405.948
2014-03-22,7,0,1,0.3713608957795,6747.24200201035,294.722,308.017968899522,3225.414,2533.85
2014-03-22,7.6,-0.8,1,0.220790671008433,14524.6019997597,1093.018,308.017968899522,1442.607,10500.91
2014-03-23,6.8,0.2,0.8,0.142741115805064,6773.83200144768,72.823,308.017968899522,1316.332,6138.158
2014-03-23,6.25,-1,0,0.269697157033532,4528.52700066567,61.865,1263.189,894.506,2011.893
2014-03-23,8.2,-0.2,1.2,0.100246698394212,5048.33700060845,251.529,275.405,492.576,1503.122
2014-03-23,4.4,-1.4,-1,0.0852428972480861,3991.81600022316,91.277,308.017968899522,269.464,2880.448
2014-03-23,7.75,0,1.5,0.119122540322463,10202.637996912,113.335,308.017968899522,681.146,8463.966
2014-03-23,7.2,-0.2,0.8,0.0421848253883106,1374.58100032806,4065.138,323.241,168.65,1985.252
2014-03-23,6.75,0.75,0.25,0.0333333333333333,7160.27999973297,68.399,193.588,302.308,3206.106
2014-03-23,7.4,1.6,1,0.119162633868516,6527.2760002613,316.934,308.017968899522,406.94,6090.871
2014-03-23,6,-0.6,0.2,0.0664366525273635,8890.10000181198,304.809,308.017968899522,5172.019,4557.83
2014-03-23,7,0.2,1,0.144927536231884,562.442000150681,10.102,308.017968899522,29.591,522.718
2014-03-23,7,0,1,0.0684523809523809,726.354000329971,23.124,308.017968899522,173.546,395.809
2014-03-23,7.4,0.8,0.8,0.0700927019004038,5473.925999403,35.186,135.242,2399.932,4364.1
2014-03-23,7,-0.8,0.8,0.0294604386995692,996.320998668671,104.042,308.017968899522,572.459,319.788
2014-03-23,7.6,0.8,0.8,0.0432098765432099,691.371000051497,65.792,308.017968899522,68.559,657.611
2014-03-23,7,-0.4,1,0.217996152460013,36204.1050014496,66.582,308.017968899522,1364.594,35235.096
2014-03-23,7.5,0.5,1,0.119122540322463,6081.64086900243,177.77070444243,308.017968899522,1498.21942881795,3907.69487054735
2014-03-23,7.8,-0.6,1,0.121258611394774,16030.5469992161,795.377,308.017968899522,1059.582,8108.586
2014-03-24,6,0.8,0,0.078961056115598,15047.3510005474,66.558,419.805,1045.688,12494.255
2014-03-24,6.4,0.2,-0.2,0.1561246625015,2766.64899945259,81.808,308.017968899522,1073.496,3244.982
2014-03-24,7.8,-0.6,1.4,0.090740222421567,6248.04599952698,851.017,308.017968899522,108.446,2282.336
2014-03-24,3.75,-2,-1,0.00653587207270855,4166.94500088692,124.07,308.017968899522,1371.45,3652.671
2014-03-24,7,-1,0,0.043431899641577,2508.2549996376,220.348,308.017968899522,43.495,1392.811
2014-03-24,8,0.5,1,0.119122540322463,5517.15499854088,188.645,58.215,1452.449,3596.004
2014-03-24,6.8,-0.8,1,0.0463079127626616,1967.9929997921,52.023,308.017968899522,25.49,1894.267
2014-03-24,7.25,0.5,0.5,0.0791666666666667,5929.98400068283,83.633,250.549,405.627,4054.956
2014-03-24,8.8,1,1.8,0.307412985707103,4688.18700051308,97.92,308.017968899522,341.122,3326.427
2014-03-24,6.5,-1,0.25,0.0818347795982825,12546.4190003872,439.074,210.029,3389.118,7897.359
2014-03-24,7,1,0.8,0,326.594999790191,8.046,308.017968899522,258.777,38.207
2014-03-24,6.4,0,0.8,0.107312877073906,459.019000291825,10.417,308.017968899522,147.85,304.469
2014-03-24,7,0.666666666666667,0.666666666666667,0.169408738292795,11954.3410000801,36.194,690.119,931.779,3698.827
2014-03-24,6,-0.4,0.4,0.113889446061364,2143.29900097847,53.411,308.017968899522,384.557,3434.444
2014-03-24,6.8,-0.2,0.4,0.0333333333333333,2392.94799947739,14.054,308.017968899522,1070.562,994.779
2014-03-24,5.8,-0.2,-0.2,0.355413230780878,11243.0270011425,443.717,39.085,2981.471,4960.153
2014-03-24,7,-0.25,0,0.119122540322463,6081.64086900243,177.77070444243,308.017968899522,1498.21942881795,3907.69487054735
2014-03-24,7.8,-0.2,1,0.144073734519211,15730.021999836,1382.905,308.017968899522,1282.886,9645.184
2014-03-25,6.75,0.5,0.5,0.0983741123905068,21475.3549990654,178.819,308.017968899522,1490.884,12196.222
2014-03-25,7.75,-1.25,0.75,0.230513654856454,4637.38800001145,50.375,308.017968899522,2806.931,2937.198
2014-03-25,7.8,-0.4,1.2,0.132768285523492,3791.11200022697,133.63,308.017968899522,1120.662,1305.098
2014-03-25,5.33333333333333,-1,0.333333333333333,0.0409668880042286,9523.14300107956,253.707,308.017968899522,767.822,5931.509
2014-03-25,7,-0.2,0.6,0.137708587708588,7729.77000069618,112.22,308.017968899522,116.887,4805.629
2014-03-25,7.66666666666667,-0.5,1.33333333333333,0.134344901802529,12516.4479980469,643.485,130.934,1127.023,8980.75700000001
2014-03-25,7.2,-0.6,1,0.0168976618425148,726.282999992371,46.936,308.017968899522,73.604,1911.287
2014-03-25,6.2,0.4,-0.2,0.0256944444444444,7212.19300127029,72.38,32.474,330.638,2540.234
2014-03-25,7.6,1.2,1.8,0.0985684853651605,5026.94799947739,1139.661,550.99,143.692,4703.524
2014-03-25,5.75,-0.25,0,0.0869440958385846,13155.0959992409,1517.705,1469.523,5014.601,6741.777
2014-03-25,7,0.8,1,0.0043103448275862,1444.80100035667,177.77070444243,308.017968899522,554.523,890.138
2014-03-25,6,0.6,0.6,0.087166231243908,1013.43899989128,21.061,308.017968899522,260.708,526.551
2014-03-25,7.5,0.5,1,0.0620226686501575,3498.11699962616,27.1,308.017968899522,139.186,2663.003
2014-03-25,5.5,-1.25,0.25,0.11325160672352,4789.01599884033,54.303,308.017968899522,1052.341,3930.737
2014-03-25,6,-0.75,-0.5,0.0789351851851852,2657.94100022316,130.525,308.017968899522,1183.162,765.553
2014-03-25,6.2,-0.4,0.6,0.27495405128584,21481.4189991951,306.618,180.392,2441.578,5755.287
2014-03-25,6.6,-0.2,0.2,0.119122540322463,6081.64086900243,177.77070444243,308.017968899522,1498.21942881795,3907.69487054735
2014-03-25,8,-0.2,1,0.134146783713485,15856.781001091,544.635,308.017968899522,1863.53,11278.205
2014-03-26,6.6,-0.2,0.6,0.101308321670076,16423.8010003567,97.498,308.017968899522,1200.862,13580.812
2014-03-26,7.2,-1.2,0.4,0.293953462405842,6069.63000082969,41.95,308.017968899522,1736.744,4095.872
2014-03-26,8.25,0.5,1,0.0911532011403041,3985.976998806,72.68,12.84,126.288,1294.789
2014-03-26,5.5,-0.5,0.25,0.0392365091937256,8523.02899956704,93.703,308.017968899522,301.203,7550.9
2014-03-26,8,0.5,1.5,0.135562652965878,7892.531001091,60.047,564.176,212.512,6378.153
2014-03-26,6.6,0.2,0.6,0.103293731285618,9189.55200004578,103.919,203.741,2381.75,5177.322
2014-03-26,6.5,-0.25,0.5,0.0895013931186419,1818.45100092888,45.978,308.017968899522,341.875,1308.685
2014-03-26,7.75,0.5,0.75,0.0863155761862658,8552.02700018883,46.913,308.017968899522,701.436,1824.028
2014-03-26,8.4,-1,1,0.303655124259914,9064.92799973488,265.619,308.017968899522,430.692,7561.565
2014-03-26,7,-0.2,1,0.136183361772669,10784.6649999619,1899.149,104.189,3035.878,5709.749
2014-03-26,7.2,1.4,0.8,0.226851851851852,4948.67299938202,396.176,62.299,838.873,3850.691
2014-03-26,5.6,0.2,0.25,0.090625,2525.91300010681,177.77070444243,308.017968899522,75.12,506.025
2014-03-26,7.2,0.2,0.8,0.0685370970422067,7079.62100148202,112.919,308.017968899522,690.03,3176.174
2014-03-26,6,-0.6,0.4,0.108914826126965,4413.39799952507,49.532,308.017968899522,913.119,3448.293
2014-03-26,6.8,0.4,0.4,0.0257621567145376,748.316999912262,72.931,308.017968899522,256.878,428.147
2014-03-26,7,-0.25,1.25,0.405048854927955,11393.9369974136,841.12,22.086,786.02,7112.311
2014-03-26,6.4,0.6,0,0.119122540322463,6081.64086900243,177.77070444243,308.017968899522,1498.21942881795,3907.69487054735
2014-03-26,6.8,0.2,0.6,0.200921262512715,20322.2250003815,1142.667,308.017968899522,1630.004,10915.625
2014-03-27,7,0.2,0.8,0.159510640969098,17442.1499993801,58.532,47.314,1408.356,7871.893
2014-03-27,7.25,0,0.5,0.228849008922151,5746.9809987545,731.853,308.017968899522,2334.287,3078.409
2014-03-27,7.75,0.25,0.5,0.103195753698731,3275.63200163841,60.032,308.017968899522,605.826,931.662
2014-03-27,5.8,-0.6,0.2,0.0771758602536093,11263.5260016918,107.356,308.017968899522,784.786,8743.153
2014-03-27,7,0.25,0.25,0.132328605200946,8167.15700054169,55.648,308.017968899522,523.696,5127.378
2014-03-27,6.8,0.2,0.4,0.089700247915258,9708.77899909019,60.278,51.768,1945.115,7073.99
2014-03-27,6.33333333333333,0,0.5,0.0870115013606353,2483.28200030327,56.987,308.017968899522,510.909,4121.8
2014-03-27,7.8,-0.4,0.8,0.0270833333333333,4169.42199897766,96.622,1.01,323.06,1292.269
2014-03-27,7,-0.5,1,0.148290536560645,6065.71100044251,71.905,308.017968899522,740.768,5324.243
2014-03-27,7.4,-1.2,1,0.108094129572087,8565.00399899482,524.985,289.617,17.725,7619.081
2014-03-27,6.6,-1,0.8,0.0802468657812024,12552.1500022411,98.693,1.008,1914.585,11186.197
2014-03-27,7,1,1,0,0.462000131607056,177.77070444243,308.017968899522,49.808,3907.69487054735
2014-03-27,6,0,0.25,0.295099367660343,1594.00999999047,177.77070444243,308.017968899522,69.691,3907.69487054735
2014-03-27,7.2,0.4,0.6,0.0906331678707439,5825.13200139999,45.212,263.167,663.981,6390.661
2014-03-27,6.6,0,0.6,0.132204608480074,3595.46499848366,47.601,308.017968899522,947.024,2355.516
2014-03-27,7,0.25,0.75,0.057,1263.72100043297,177.77070444243,308.017968899522,228.71,365.73
2014-03-27,7,0.75,1.25,0.356218434343434,9123.21499967575,92.791,42.16,1958.935,3747.598
2014-03-27,6.2,-0.2,0.2,0.119122540322463,6081.64086900243,177.77070444243,308.017968899522,1498.21942881795,3907.69487054735
2014-03-27,7.75,-0.75,1,0.160133293806911,17837.5970001221,256.431,308.017968899522,1732.487,12502.883
2014-03-28,6.4,-0.6,0.6,0.0956980216371202,4923.48899960518,225.951,1133.009,10364.312,1379.574
2014-03-28,6.8,-0.6,0.6,0.26159832807814,3969.58099913597,125.669,308.017968899522,1053.115,3962.342
2014-03-28,8,-0.5,1.5,0.104679287979067,3250.44199824333,246.376,308.017968899522,348.358,940.879
2014-03-28,6.2,0,0.6,0.0453245831682896,4806.28000020981,111.722,308.017968899522,325.901,4112.682
2014-03-28,7.6,-0.2,0.8,0.171470794200033,6928.63800191879,367.836,80.015,42.311,7005.294
2014-03-28,8.25,0.25,1.5,0.0980998424889588,12984.0410015583,231.768,647.093,2974.626,6712.636
2014-03-28,6.25,-0.25,0.5,0.0165597620461136,1936.65800023079,52.028,308.017968899522,1001.942,1665.657
2014-03-28,8.25,-0.25,1,0.0797784391534391,10467.4840018749,245.898,983.769,598.135,2935.681
2014-03-28,6.75,0,0.75,0.112188697318008,10478.0170001984,77.908,308.017968899522,4869.256,6109.944
2014-03-28,7.6,-1,1.2,0.335583739717865,12150.3519997597,180.592,263.015,1688.574,8053.665
2014-03-28,6.2,-0.4,0.6,0.0696839987353426,11750.7609987259,309.146,308.017968899522,6565.542,8333.305
2014-03-28,7.2,1.2,1,0.042063492063492,1583.14499998093,7.021,308.017968899522,644.903,1039.388
2014-03-28,6.5,-0.75,0.75,0.0874689832745353,519.133999824524,177.77070444243,308.017968899522,119.651,398.041
2014-03-28,7.2,0.6,1,0.251036829986232,9430.21600079536,204.161,329.95,376.56,5104.859
2014-03-28,6.6,-0.6,1.2,0.148872265021468,2731.15899920464,63.667,308.017968899522,855.418,1247.826
2014-03-28,6.25,0.5,0,0.0238095238095238,460.551999807358,8.027,308.017968899522,408.747,133.349
2014-03-28,7,0.6,1.2,0.405412087912088,5532.18599820137,51.548,6.021,237.626,4366.891
2014-03-28,8,0.2,1,0.119122540322463,6081.64086900243,177.77070444243,308.017968899522,1498.21942881795,3907.69487054735
2014-03-28,7.8,0,1,0.248407170035962,17672.0890009403,397.424,26.599,1774.056,9732.825
2014-03-29,8,0.2,1,0.0682028101018696,8322.6219997406,169.594,52.435,2553.267,3193.58
2014-03-29,7.25,-0.75,0.25,0.432469355060395,4403.24299764633,52.841,501.644,17416.28,2665.343
2014-03-29,8.6,-0.2,1.6,0.163377337758651,2261.39100050926,104.425,308.017968899522,19.31,152.928
2014-03-29,6.4,-0.4,1,0.10442318185053,2506.71900033951,91.391,308.017968899522,553.183,1584.78
2014-03-29,7.8,0,1,0.111580882352941,3907.13099980354,101.467,308.017968899522,32.411,3139.006
2014-03-29,7,0.2,1,0.0418758535518426,10574.7259998322,378.55,307.752,1742.942,3413.008
2014-03-29,7.16666666666667,-0.166666666666667,1,0.024944120627437,1191.82900071144,61.195,308.017968899522,46.795,981.669
2014-03-29,8,-0.4,1,0.0822916666666667,7516.97699904442,63.889,157.702,458.154,3667.07
2014-03-29,6.75,1,1,0.126075069427928,9956.59399938583,51.707,101.118,6615.183,2485.072
2014-03-29,7.2,-1.8,1,0.370085377984085,5617.91600131989,117.574,308.017968899522,244.032,5754.973
2014-03-29,8,-0.25,1.25,0.165642870939481,4674.60999822617,33.428,308.017968899522,3150.464,2674.81
2014-03-29,7,-1.2,0.8,0.325952380952381,194.701999664307,10.032,308.017968899522,122.675,52.629
2014-03-29,6,-0.5,0.5,0.252504260122544,410.119999885559,8.057,308.017968899522,133.275,249.048
2014-03-29,6.8,0.6,0.6,0.209288215684651,5742.62800168991,45.154,195.447,591.76,3938.9
2014-03-29,7.4,0.2,1.2,0.1379542600292,1752.94699978828,95.584,308.017968899522,608.323,962.6
2014-03-29,7.4,1,1,0.138139158576052,760.843999862671,122.482,308.017968899522,122.243,21.13
2014-03-29,7.25,0.25,1.5,0.39717587768909,10590.7699999809,122.693,56.117,1743.537,5076.777
2014-03-29,8.2,-0.2,1,0.119122540322463,6081.64086900243,177.77070444243,308.017968899522,1498.21942881795,3907.69487054735
2014-03-29,8.4,-1.4,1,0.132524373975124,17474.8720006943,105.207,308.017968899522,808.451,11158.744
2014-03-30,7.5,-0.5,0.75,0.049092970521542,4523.21400094033,74.003,308.017968899522,519.138,1466.19
2014-03-30,7,-1,0.75,0.241887308793968,3937.04199886322,113.228,308.017968899522,772.787,1433.757
2014-03-30,8.4,-0.2,1,0.164650715266679,3568.71899938583,186.054,308.017968899522,48.136,1223.623
2014-03-30,6.2,-0.8,0.8,0.0749195096161263,4132.28499937057,126.417,308.017968899522,313.048,3235.621
2014-03-30,7.8,0,0.8,0.211297852474323,8933.72099900245,44.391,308.017968899522,1874.664,2621.94
2014-03-30,6.2,0.2,0,0.0625734602553756,8739.79200005531,71.024,266.05,1742.202,5394.583
2014-03-30,6.8,0,0.6,0.0784470781932718,779.892998933792,43.082,308.017968899522,9.926,725.47
2014-03-30,7.75,-1,1,0.11195652173913,8669.2909989357,41.815,308.017968899522,1388.074,3985.414
2014-03-30,5.8,-0.2,0.25,0.0500026692883376,3085.15600061417,53.669,308.017968899522,820.6,1705.227
2014-03-30,6.2,-0.6,0.8,0.110631520394719,9519.96399950981,1504.998,308.017968899522,27.302,7398.23
2014-03-30,6.5,-1,1,0.00955182231068778,2666.26800060272,24.286,308.017968899522,26314.186,520.243
2014-03-30,7.4,-0.8,1,0.252876984126984,1070.58500051498,177.77070444243,308.017968899522,589.299,481.947
2014-03-30,5.4,0.4,1,0.0527334473259238,862.57600069046,17.101,308.017968899522,176.164,100.429
2014-03-30,8,1,1,0.00833333333333333,591.533999681473,32.299,59.765,112.634,419.434
2014-03-30,7,-0.4,0.8,0.0645236703682057,1024.71699976921,50.268,308.017968899522,2877.918,690.436
2014-03-30,7.5,1,1,0.380208333333333,834.675000429154,177.77070444243,308.017968899522,843.333,771.593
2014-03-30,7,0,1.2,0.418194351604278,7674.73599910736,210.147,308.017968899522,1103.555,3433.612
2014-03-30,7.2,0,0.4,0.119122540322463,6081.64086900243,177.77070444243,308.017968899522,1498.21942881795,3907.69487054735
2014-03-30,7.6,-1.2,1,0.112650091108903,11700.1380012035,191.637,258.375,1085.532,6849.231
2014-03-31,7.4,0,0.6,0.0705054808833896,11836.834000349,268.554,183.381,3201,6683.292
2014-03-31,7.2,-0.8,0.4,0.156372923664277,4774.14599919319,81.741,308.017968899522,1186.299,4519.953
